Time (s),Gyro Heading (°),Ground Truth Heading (°),Heading Error (°),Improved_Heading,Improved_Error
76.99,13.74,15.75,2.01,13.74,2.01
77.0,13.86,15.75,1.89,13.86,1.8900000000000006
77.01,13.97,15.75,1.78,13.97,1.7799999999999994
77.02,14.17,15.75,1.58,14.17,1.58
77.03,14.25,15.75,1.5,14.25,1.5
77.04,14.32,15.75,1.43,14.32,1.4299999999999997
77.05,14.36,15.75,1.39,14.36,1.3900000000000006
77.06,14.41,15.75,1.34,14.41,1.3399999999999999
77.07,14.45,15.75,1.3,14.45,1.3000000000000007
77.08,14.53,15.75,1.22,14.53,1.2200000000000006
77.09,14.57,15.75,1.18,14.57,1.1799999999999997
77.1,14.62,15.75,1.13,14.62,1.1300000000000008
77.11,14.67,15.75,1.08,14.67,1.08
77.12,14.69,15.75,1.06,14.69,1.0600000000000005
77.13,14.68,15.75,1.07,14.68,1.0700000000000003
77.14,14.63,15.75,1.12,14.63,1.1199999999999992
77.15,14.54,15.75,1.21,14.54,1.2100000000000009
77.16,14.41,15.75,1.34,14.41,1.3399999999999999
77.17,14.25,15.75,1.5,14.25,1.5
77.18,13.94,15.75,1.81,13.94,1.8100000000000005
77.19,13.81,15.75,1.94,13.81,1.9399999999999995
77.2,13.73,15.75,2.02,13.73,2.0199999999999996
77.22,13.68,15.75,2.07,13.68,2.0700000000000003
77.22,13.68,15.75,2.07,13.68,2.0700000000000003
77.23,13.69,15.75,2.06,13.69,2.0600000000000005
77.24,13.69,15.75,2.06,13.69,2.0600000000000005
77.25,13.67,15.75,2.08,13.67,2.08
77.26,13.61,15.75,2.14,13.61,2.1400000000000006
77.27,13.51,15.75,2.24,13.51,2.24
77.28,13.27,15.75,2.48,13.27,2.4800000000000004
77.29,13.15,15.75,2.6,13.15,2.5999999999999996
77.31,13.03,15.75,2.72,13.03,2.7200000000000006
77.31,12.93,15.75,2.82,12.93,2.8200000000000003
77.32,12.84,15.75,2.91,12.84,2.91
77.33,12.76,15.75,2.99,12.76,2.99
77.34,12.57,15.75,3.18,12.57,3.1799999999999997
77.35,12.47,15.75,3.28,12.47,3.2799999999999994
77.36,12.36,15.75,3.39,12.36,3.3900000000000006
77.37,12.24,15.75,3.51,12.24,3.51
77.38,12.11,15.75,3.64,12.11,3.6400000000000006
77.39,11.85,15.75,3.9,11.85,3.9000000000000004
77.4,11.72,15.75,4.03,11.72,4.029999999999999
77.41,11.61,15.75,4.14,11.61,4.140000000000001
77.42,11.52,15.75,4.23,11.52,4.23
77.43,11.45,15.75,4.3,11.45,4.300000000000001
77.44,11.33,15.75,4.42,11.33,4.42
77.45,11.26,15.75,4.49,11.26,4.49
77.46,11.14,15.75,4.61,11.14,4.609999999999999
77.47,10.97,15.75,4.78,10.97,4.779999999999999
77.49,10.76,15.75,4.99,10.76,4.99
77.49,10.24,15.75,5.51,10.24,5.51
77.5,9.96,15.75,5.79,9.96,5.789999999999999
77.51,9.67,15.75,6.08,9.67,6.08
77.52,9.39,15.75,6.36,9.39,6.359999999999999
77.53,9.12,15.75,6.63,9.12,6.630000000000001
77.54,8.6,15.75,7.15,8.6,7.15
77.55,8.35,15.75,7.4,8.35,7.4
77.56,8.09,15.75,7.66,8.09,7.66
77.57,7.84,15.75,7.91,7.84,7.91
77.58,7.63,15.75,8.12,7.63,8.120000000000001
77.59,7.45,15.75,8.3,7.45,8.3
77.6,7.17,15.75,8.58,7.17,8.58
77.61,7.07,15.75,8.68,7.07,8.68
77.62,6.98,15.75,8.77,6.98,8.77
77.63,6.9,15.75,8.85,6.9,8.85
77.64,6.82,15.75,8.93,6.82,8.93
77.65,6.66,15.75,9.09,6.66,9.09
77.66,6.58,15.75,9.17,6.58,9.17
77.67,6.48,15.75,9.27,6.48,9.27
77.68,6.39,15.75,9.36,6.39,9.36
77.69,6.32,15.75,9.43,6.32,9.43
77.7,6.22,15.75,9.53,6.22,9.530000000000001
77.71,6.19,15.75,9.56,6.19,9.559999999999999
77.72,6.19,15.75,9.56,6.19,9.559999999999999
77.73,6.21,15.75,9.54,6.21,9.54
77.74,6.27,15.75,9.48,6.27,9.48
77.75,6.44,15.75,9.31,6.44,9.309999999999999
77.76,6.55,15.75,9.2,6.55,9.2
77.77,6.67,15.75,9.08,6.67,9.08
77.78,6.8,15.75,8.95,6.8,8.95
77.79,6.92,15.75,8.83,6.92,8.83
77.8,7.09,15.75,8.66,7.09,8.66
77.81,7.13,15.75,8.62,7.13,8.620000000000001
77.82,7.13,15.75,8.62,7.13,8.620000000000001
77.83,7.09,15.75,8.66,7.09,8.66
77.84,7.01,15.75,8.74,7.01,8.74
77.85,6.92,15.75,8.83,6.92,8.83
77.86,6.72,15.75,9.03,6.72,9.030000000000001
77.87,6.63,15.75,9.12,6.63,9.120000000000001
77.88,6.56,15.75,9.19,6.56,9.190000000000001
77.89,6.49,15.75,9.26,6.49,9.26
77.9,6.43,15.75,9.32,6.43,9.32
77.91,6.32,15.75,9.43,6.32,9.43
77.92,6.27,15.75,9.48,6.27,9.48
77.93,6.21,15.75,9.54,6.21,9.54
77.94,6.15,15.75,9.6,6.15,9.6
77.95,6.1,15.75,9.65,6.1,9.65
77.96,6.04,15.75,9.71,6.04,9.71
77.97,6.03,15.75,9.72,6.03,9.719999999999999
77.98,6.05,15.75,9.7,6.05,9.7
77.99,6.09,15.75,9.66,6.09,9.66
78.0,6.14,15.75,9.61,6.14,9.61
78.01,6.23,15.75,9.52,6.23,9.52
78.02,6.28,15.75,9.47,6.28,9.469999999999999
78.03,6.31,15.75,9.44,6.31,9.440000000000001
78.04,6.32,15.75,9.43,6.32,9.43
78.05,6.31,15.75,9.44,6.31,9.440000000000001
78.06,6.22,15.75,9.53,6.22,9.530000000000001
78.07,6.16,15.75,9.59,6.16,9.59
78.08,6.08,15.75,9.67,6.08,9.67
78.09,6.0,15.75,9.75,6.0,9.75
78.1,5.92,15.75,9.83,5.92,9.83
78.11,5.88,15.75,9.87,5.88,9.870000000000001
78.12,5.86,15.75,9.89,5.86,9.89
78.13,5.88,15.75,9.87,5.88,9.870000000000001
78.14,5.9,15.75,9.85,5.9,9.85
78.15,5.93,15.75,9.82,5.93,9.82
78.17,5.94,15.75,9.81,5.94,9.809999999999999
78.18,5.95,15.75,9.8,5.95,9.8
78.18,5.94,15.75,9.81,5.94,9.809999999999999
78.19,5.93,15.75,9.82,5.93,9.82
78.2,5.91,15.75,9.84,5.91,9.84
78.21,5.87,15.75,9.88,5.87,9.879999999999999
78.22,5.73,15.75,10.02,5.73,10.02
78.23,5.64,15.75,10.11,5.64,10.11
78.24,5.51,15.75,10.24,5.51,10.24
78.25,5.34,15.75,10.41,5.34,10.41
78.26,5.14,15.75,10.61,5.14,10.61
78.27,4.66,15.75,11.09,4.66,11.09
78.28,4.4,15.75,11.35,4.4,11.35
78.29,4.13,15.75,11.62,4.13,11.620000000000001
78.3,3.86,15.75,11.89,3.86,11.89
78.31,3.62,15.75,12.13,3.62,12.129999999999999
78.32,3.23,15.75,12.52,3.23,12.52
78.33,3.06,15.75,12.69,3.06,12.69
78.34,2.91,15.75,12.84,2.91,12.84
78.35,2.79,15.75,12.96,2.79,12.96
78.36,2.7,15.75,13.05,2.7,13.05
78.38,2.61,15.75,13.14,2.61,13.14
78.38,2.39,15.75,13.36,2.39,13.36
78.39,2.26,15.75,13.49,2.26,13.49
78.4,2.1,15.75,13.65,2.1,13.65
78.41,1.91,15.75,13.84,1.91,13.84
78.42,1.7,15.75,14.05,1.7,14.05
78.43,1.3,15.75,14.45,1.3,14.45
78.44,1.12,15.75,14.63,1.12,14.629999999999999
78.45,0.94,15.75,14.81,0.94,14.81
78.46,0.76,15.75,14.99,0.76,14.99
78.47,0.56,15.75,15.19,0.56,15.19
78.48,0.15,15.75,15.6,0.15,15.6
78.49,359.95,15.75,15.8,359.95,15.800000000000011
78.5,359.77,15.75,15.98,359.77,15.980000000000018
78.51,359.61,15.75,16.14,359.61,16.139999999999986
78.52,359.48,15.75,16.27,359.48,16.269999999999982
78.53,359.29,15.75,16.46,359.29,16.45999999999998
78.54,359.23,15.75,16.52,359.23,16.519999999999982
78.55,359.19,15.75,16.56,359.19,16.560000000000002
78.56,359.16,15.75,16.59,359.16,16.589999999999975
78.57,359.11,15.75,16.64,359.11,16.639999999999986
78.58,358.98,15.75,16.77,358.98,16.769999999999982
78.59,358.9,15.75,16.85,358.9,16.850000000000023
78.6,358.78,15.75,16.97,358.78,16.970000000000027
78.61,358.64,15.75,17.11,358.64,17.110000000000014
78.62,358.48,15.75,17.27,358.48,17.269999999999982
78.63,358.31,15.75,17.44,358.31,17.439999999999998
78.64,357.97,15.75,17.78,357.97,17.779999999999973
78.65,357.81,15.75,17.94,357.81,17.939999999999998
78.66,357.68,15.75,18.07,357.68,18.069999999999993
78.67,357.58,15.75,18.17,357.58,18.170000000000016
78.68,357.51,15.75,18.24,357.51,18.24000000000001
78.69,357.46,15.75,18.29,357.46,18.29000000000002
78.7,357.45,15.75,18.3,357.45,18.30000000000001
78.71,357.44,15.75,18.31,357.44,18.310000000000002
78.72,357.44,15.75,18.31,357.44,18.310000000000002
78.73,357.44,15.75,18.31,357.44,18.310000000000002
78.74,357.47,15.75,18.28,357.47,18.279999999999973
78.75,357.49,15.75,18.26,357.49,18.25999999999999
78.76,357.53,15.75,18.22,357.53,18.220000000000027
78.77,357.59,15.75,18.16,357.59,18.160000000000025
78.78,357.68,15.75,18.07,357.68,18.069999999999993
78.79,357.91,15.75,17.84,357.91,17.839999999999975
78.8,358.03,15.75,17.72,358.03,17.720000000000027
78.81,358.16,15.75,17.59,358.16,17.589999999999975
78.82,358.29,15.75,17.46,358.29,17.45999999999998
78.83,358.41,15.75,17.34,358.41,17.339999999999975
78.84,358.54,15.75,17.21,358.54,17.20999999999998
78.85,358.81,15.75,16.94,358.81,16.939999999999998
78.86,358.97,15.75,16.78,358.97,16.779999999999973
78.87,359.13,15.75,16.62,359.13,16.620000000000005
78.88,359.33,15.75,16.42,359.33,16.420000000000016
78.89,359.57,15.75,16.18,359.57,16.180000000000007
78.9,0.14,15.75,15.61,0.14,15.61
78.91,0.47,15.75,15.28,0.47,15.28
78.92,0.82,15.75,14.93,0.82,14.93
78.93,1.18,15.75,14.57,1.18,14.57
78.94,1.49,15.75,14.26,1.49,14.26
78.95,1.98,15.75,13.77,1.98,13.77
78.96,2.16,15.75,13.59,2.16,13.59
78.97,2.27,15.75,13.48,2.27,13.48
78.98,2.35,15.75,13.4,2.35,13.4
78.99,2.43,15.75,13.32,2.43,13.32
79.0,2.64,15.75,13.11,2.64,13.11
79.01,2.76,15.75,12.99,2.76,12.99
79.03,2.91,15.75,12.84,2.91,12.84
79.03,3.04,15.75,12.71,3.04,12.71
79.04,3.15,15.75,12.6,3.15,12.6
79.05,3.27,15.75,12.48,3.27,12.48
79.06,3.31,15.75,12.44,3.31,12.44
79.07,3.34,15.75,12.41,3.34,12.41
79.08,3.37,15.75,12.38,3.37,12.379999999999999
79.09,3.44,15.75,12.31,3.44,12.31
79.1,3.54,15.75,12.21,3.54,12.21
79.11,3.82,15.75,11.93,3.82,11.93
79.12,3.99,15.75,11.76,3.99,11.76
79.13,4.17,15.75,11.58,4.17,11.58
79.14,4.35,15.75,11.4,4.35,11.4
79.15,4.51,15.75,11.24,4.51,11.24
79.16,4.75,15.75,11.0,4.75,11.0
79.17,4.82,15.75,10.93,4.82,10.93
79.18,4.85,15.75,10.9,4.85,10.9
79.19,4.84,15.75,10.91,4.84,10.91
79.2,4.83,15.75,10.92,4.83,10.92
79.21,4.86,15.75,10.89,4.86,10.89
79.22,4.9,15.75,10.85,4.9,10.85
79.23,4.98,15.75,10.77,4.98,10.77
79.24,5.08,15.75,10.67,5.08,10.67
79.25,5.2,15.75,10.55,5.2,10.55
79.26,5.46,15.75,10.29,5.46,10.29
79.27,5.57,15.75,10.18,5.57,10.18
79.28,5.67,15.75,10.08,5.67,10.08
79.29,5.76,15.75,9.99,5.76,9.99
79.3,5.86,15.75,9.89,5.86,9.89
79.32,6.07,15.75,9.68,6.07,9.68
79.32,6.19,15.75,9.56,6.19,9.559999999999999
79.33,6.31,15.75,9.44,6.31,9.440000000000001
79.34,6.42,15.75,9.33,6.42,9.33
79.35,6.49,15.75,9.26,6.49,9.26
79.36,6.52,15.75,9.23,6.52,9.23
79.37,6.5,15.75,9.25,6.5,9.25
79.38,6.46,15.75,9.29,6.46,9.29
79.4,6.39,15.75,9.36,6.39,9.36
79.4,6.31,15.75,9.44,6.31,9.440000000000001
79.41,6.24,15.75,9.51,6.24,9.51
79.42,6.15,15.75,9.6,6.15,9.6
79.43,6.16,15.75,9.59,6.16,9.59
79.44,6.22,15.75,9.53,6.22,9.530000000000001
79.45,6.33,15.75,9.42,6.33,9.42
79.46,6.47,15.75,9.28,6.47,9.280000000000001
79.47,6.79,15.75,8.96,6.79,8.96
79.48,6.92,15.75,8.83,6.92,8.83
79.49,7.01,15.75,8.74,7.01,8.74
79.5,7.03,15.75,8.72,7.03,8.719999999999999
79.51,7.0,15.75,8.75,7.0,8.75
79.52,6.9,15.75,8.85,6.9,8.85
79.53,6.85,15.75,8.9,6.85,8.9
79.54,6.82,15.75,8.93,6.82,8.93
79.55,6.81,15.75,8.94,6.81,8.940000000000001
79.56,6.83,15.75,8.92,6.83,8.92
79.57,6.86,15.75,8.89,6.86,8.89
79.58,6.88,15.75,8.87,6.88,8.870000000000001
79.59,6.89,15.75,8.86,6.89,8.86
79.6,6.9,15.75,8.85,6.9,8.85
79.61,6.9,15.75,8.85,6.9,8.85
79.62,6.91,15.75,8.84,6.91,8.84
79.63,6.95,15.75,8.8,6.95,8.8
79.64,6.98,15.75,8.77,6.98,8.77
79.65,7.0,15.75,8.75,7.0,8.75
79.66,7.01,15.75,8.74,7.01,8.74
79.67,7.0,15.75,8.75,7.0,8.75
79.68,6.93,15.75,8.82,6.93,8.82
79.69,6.87,15.75,8.88,6.87,8.879999999999999
79.7,6.8,15.75,8.95,6.8,8.95
79.71,6.7,15.75,9.05,6.7,9.05
79.72,6.6,15.75,9.15,6.6,9.15
79.73,6.38,15.75,9.37,6.38,9.370000000000001
79.74,6.27,15.75,9.48,6.27,9.48
79.75,6.17,15.75,9.58,6.17,9.58
79.76,6.08,15.75,9.67,6.08,9.67
79.77,6.01,15.75,9.74,6.01,9.74
79.78,5.93,15.75,9.82,5.93,9.82
79.79,5.92,15.75,9.83,5.92,9.83
79.8,5.92,15.75,9.83,5.92,9.83
79.81,5.95,15.75,9.8,5.95,9.8
79.82,5.98,15.75,9.77,5.98,9.77
79.83,6.06,15.75,9.69,6.06,9.690000000000001
79.84,6.1,15.75,9.65,6.1,9.65
79.85,6.16,15.75,9.59,6.16,9.59
79.86,6.24,15.75,9.51,6.24,9.51
79.87,6.32,15.75,9.43,6.32,9.43
79.88,6.41,15.75,9.34,6.41,9.34
79.89,6.56,15.75,9.19,6.56,9.190000000000001
79.9,6.63,15.75,9.12,6.63,9.120000000000001
79.91,6.68,15.75,9.07,6.68,9.07
79.92,6.72,15.75,9.03,6.72,9.030000000000001
79.93,6.77,15.75,8.98,6.77,8.98
79.94,6.87,15.75,8.88,6.87,8.879999999999999
79.95,6.93,15.75,8.82,6.93,8.82
79.96,6.98,15.75,8.77,6.98,8.77
79.97,7.04,15.75,8.71,7.04,8.71
79.98,7.11,15.75,8.64,7.11,8.64
79.99,7.29,15.75,8.46,7.29,8.46
80.0,7.4,15.75,8.35,7.4,8.35
80.01,7.55,15.75,8.2,7.55,8.2
80.02,7.72,15.75,8.03,7.72,8.030000000000001
80.03,7.93,15.75,7.82,7.93,7.82
80.04,8.41,15.75,7.34,8.41,7.34
80.05,8.68,15.75,7.07,8.68,7.07
80.06,8.95,15.75,6.8,8.95,6.800000000000001
80.07,9.21,15.75,6.54,9.21,6.539999999999999
80.08,9.44,15.75,6.31,9.44,6.3100000000000005
80.09,9.84,15.75,5.91,9.84,5.91
80.1,10.0,15.75,5.75,10.0,5.75
80.11,10.12,15.75,5.63,10.12,5.630000000000001
80.12,10.21,15.75,5.54,10.21,5.539999999999999
80.13,10.27,15.75,5.48,10.27,5.48
80.14,10.32,15.75,5.43,10.32,5.43
80.15,10.4,15.75,5.35,10.4,5.35
80.16,10.44,15.75,5.31,10.44,5.3100000000000005
80.17,10.5,15.75,5.25,10.5,5.25
80.18,10.59,15.75,5.16,10.59,5.16
80.19,10.72,15.75,5.03,10.72,5.029999999999999
80.2,11.07,15.75,4.68,11.07,4.68
80.21,11.27,15.75,4.48,11.27,4.48
80.22,11.48,15.75,4.27,11.48,4.27
80.23,11.66,15.75,4.09,11.66,4.09
80.24,11.8,15.75,3.95,11.8,3.9499999999999993
80.25,11.99,15.75,3.76,11.99,3.76
80.26,12.03,15.75,3.72,12.03,3.7200000000000006
80.27,12.05,15.75,3.7,12.05,3.6999999999999993
80.28,12.07,15.75,3.68,12.07,3.6799999999999997
80.29,12.11,15.75,3.64,12.11,3.6400000000000006
80.3,12.23,15.75,3.52,12.23,3.5199999999999996
80.31,12.31,15.75,3.44,12.31,3.4399999999999995
80.32,12.38,15.75,3.37,12.38,3.369999999999999
80.33,12.43,15.75,3.32,12.43,3.3200000000000003
80.34,12.47,15.75,3.28,12.47,3.2799999999999994
80.35,12.52,15.75,3.23,12.52,3.2300000000000004
80.36,12.54,15.75,3.21,12.54,3.210000000000001
80.37,12.56,15.75,3.19,12.56,3.1899999999999995
80.38,12.58,15.75,3.17,12.58,3.17
80.39,12.59,15.75,3.16,12.59,3.16
80.4,12.61,15.75,3.14,12.61,3.1400000000000006
80.41,12.64,15.75,3.11,12.64,3.1099999999999994
80.42,12.68,15.75,3.07,12.68,3.0700000000000003
80.43,12.72,15.75,3.03,12.72,3.0299999999999994
80.44,12.77,15.75,2.98,12.77,2.9800000000000004
80.45,12.81,15.75,2.94,12.81,2.9399999999999995
80.46,12.84,15.75,2.91,12.84,2.91
80.47,12.82,15.75,2.93,12.82,2.9299999999999997
80.48,12.8,15.75,2.95,12.8,2.9499999999999993
80.49,12.77,15.75,2.98,12.77,2.9800000000000004
80.5,12.75,15.75,3.0,12.75,3.0
80.51,12.72,15.75,3.03,12.72,3.0299999999999994
80.52,12.7,15.75,3.05,12.7,3.0500000000000007
80.53,12.66,15.75,3.09,12.66,3.09
80.54,12.6,15.75,3.15,12.6,3.1500000000000004
80.55,12.52,15.75,3.23,12.52,3.2300000000000004
80.56,12.31,15.75,3.44,12.31,3.4399999999999995
80.57,12.2,15.75,3.55,12.2,3.5500000000000007
80.58,12.1,15.75,3.65,12.1,3.6500000000000004
80.59,12.02,15.75,3.73,12.02,3.7300000000000004
80.6,11.99,15.75,3.76,11.99,3.76
80.61,12.01,15.75,3.74,12.01,3.74
80.62,12.09,15.75,3.66,12.09,3.66
80.63,12.13,15.75,3.62,12.13,3.619999999999999
80.64,12.14,15.75,3.61,12.14,3.6099999999999994
80.65,12.12,15.75,3.63,12.12,3.630000000000001
80.66,12.07,15.75,3.68,12.07,3.6799999999999997
80.67,11.91,15.75,3.84,11.91,3.84
80.68,11.83,15.75,3.92,11.83,3.92
80.69,11.75,15.75,4.0,11.75,4.0
80.7,11.7,15.75,4.05,11.7,4.050000000000001
80.71,11.64,15.75,4.11,11.64,4.109999999999999
80.72,11.47,15.75,4.28,11.47,4.279999999999999
80.73,11.34,15.75,4.41,11.34,4.41
80.74,11.2,15.75,4.55,11.2,4.550000000000001
80.75,11.07,15.75,4.68,11.07,4.68
80.76,10.98,15.75,4.77,10.98,4.77
80.77,10.91,15.75,4.84,10.91,4.84
80.78,10.92,15.75,4.83,10.92,4.83
80.79,10.96,15.75,4.79,10.96,4.789999999999999
80.8,11.03,15.75,4.72,11.03,4.720000000000001
80.81,11.09,15.75,4.66,11.09,4.66
80.82,11.15,15.75,4.6,11.15,4.6
80.83,11.15,15.75,4.6,11.15,4.6
80.84,11.12,15.75,4.63,11.12,4.630000000000001
80.85,11.05,15.75,4.7,11.05,4.699999999999999
80.86,10.96,15.75,4.79,10.96,4.789999999999999
80.87,10.85,15.75,4.9,10.85,4.9
80.88,10.6,15.75,5.15,10.6,5.15
80.89,10.48,15.75,5.27,10.48,5.27
80.9,10.35,15.75,5.4,10.35,5.4
80.91,10.25,15.75,5.5,10.25,5.5
80.92,10.18,15.75,5.57,10.18,5.57
80.93,10.12,15.75,5.63,10.12,5.630000000000001
80.94,10.12,15.75,5.63,10.12,5.630000000000001
80.95,10.13,15.75,5.62,10.13,5.619999999999999
80.96,10.17,15.75,5.58,10.17,5.58
80.97,10.22,15.75,5.53,10.22,5.529999999999999
80.99,10.35,15.75,5.4,10.35,5.4
80.99,10.43,15.75,5.32,10.43,5.32
81.0,10.54,15.75,5.21,10.54,5.210000000000001
81.02,10.64,15.75,5.11,10.64,5.109999999999999
81.02,10.73,15.75,5.02,10.73,5.02
81.03,10.88,15.75,4.87,10.88,4.869999999999999
81.04,10.94,15.75,4.81,10.94,4.8100000000000005
81.05,10.99,15.75,4.76,10.99,4.76
81.06,11.03,15.75,4.72,11.03,4.720000000000001
81.07,11.07,15.75,4.68,11.07,4.68
81.08,11.19,15.75,4.56,11.19,4.5600000000000005
81.09,11.28,15.75,4.47,11.28,4.470000000000001
81.1,11.39,15.75,4.36,11.39,4.359999999999999
81.11,11.52,15.75,4.23,11.52,4.23
81.12,11.66,15.75,4.09,11.66,4.09
81.13,11.81,15.75,3.94,11.81,3.9399999999999995
81.14,12.14,15.75,3.61,12.14,3.6099999999999994
81.15,12.3,15.75,3.45,12.3,3.4499999999999993
81.16,12.46,15.75,3.29,12.46,3.289999999999999
81.18,12.62,15.75,3.13,12.62,3.130000000000001
81.18,12.77,15.75,2.98,12.77,2.9800000000000004
81.19,13.06,15.75,2.69,13.06,2.6899999999999995
81.2,13.18,15.75,2.57,13.18,2.5700000000000003
81.21,13.29,15.75,2.46,13.29,2.460000000000001
81.22,13.39,15.75,2.36,13.39,2.3599999999999994
81.23,13.51,15.75,2.24,13.51,2.24
81.24,13.77,15.75,1.98,13.77,1.9800000000000004
81.25,13.9,15.75,1.85,13.9,1.8499999999999996
81.26,13.99,15.75,1.76,13.99,1.7599999999999998
81.27,14.05,15.75,1.7,14.05,1.6999999999999993
81.28,14.09,15.75,1.66,14.09,1.6600000000000001
81.29,14.17,15.75,1.58,14.17,1.58
81.3,14.23,15.75,1.52,14.23,1.5199999999999996
81.31,14.34,15.75,1.41,14.34,1.4100000000000001
81.32,14.5,15.75,1.25,14.5,1.25
81.33,14.7,15.75,1.05,14.7,1.0500000000000007
81.34,15.17,15.75,0.58,15.17,0.5800000000000001
81.35,15.39,15.75,0.36,15.39,0.35999999999999943
81.36,15.57,15.75,0.18,15.57,0.17999999999999972
81.37,15.72,15.75,0.03,15.72,0.02999999999999936
81.38,15.82,15.75,0.07,15.82,0.07000000000000028
81.39,15.89,15.75,0.14,15.89,0.14000000000000057
81.4,15.96,15.75,0.21,15.96,0.21000000000000085
81.41,15.99,15.75,0.24,15.99,0.2400000000000002
81.42,16.02,15.75,0.27,16.02,0.2699999999999996
81.43,16.07,15.75,0.32,16.07,0.3200000000000003
81.44,16.15,15.75,0.4,16.15,0.3999999999999986
81.45,16.37,15.75,0.62,16.37,0.620000000000001
81.46,16.49,15.75,0.74,16.49,0.7399999999999984
81.47,16.62,15.75,0.87,16.62,0.870000000000001
81.48,16.73,15.75,0.98,16.73,0.9800000000000004
81.49,16.82,15.75,1.07,16.82,1.0700000000000003
81.5,16.95,15.75,1.2,16.95,1.1999999999999993
81.51,17.01,15.75,1.26,17.01,1.2600000000000016
81.52,17.07,15.75,1.32,17.07,1.3200000000000003
81.53,17.1,15.75,1.35,17.1,1.3500000000000014
81.54,17.12,15.75,1.37,17.12,1.370000000000001
81.55,17.1,15.75,1.35,17.1,1.3500000000000014
81.56,17.06,15.75,1.31,17.06,1.3099999999999987
81.57,16.98,15.75,1.23,16.98,1.2300000000000004
81.58,16.87,15.75,1.12,16.87,1.120000000000001
81.59,16.74,15.75,0.99,16.74,0.9899999999999984
81.6,16.4,15.75,0.65,16.4,0.6499999999999986
81.61,16.21,15.75,0.46,16.21,0.46000000000000085
81.62,16.0,15.75,0.25,16.0,0.25
81.63,15.79,15.75,0.04,15.79,0.03999999999999915
81.64,15.61,15.75,0.14,15.61,0.14000000000000057
81.65,15.47,15.75,0.28,15.47,0.27999999999999936
81.66,15.33,15.75,0.42,15.33,0.41999999999999993
81.67,15.3,15.75,0.45,15.3,0.4499999999999993
81.68,15.29,15.75,0.46,15.29,0.46000000000000085
81.69,15.25,15.75,0.5,15.25,0.5
81.7,15.16,15.75,0.59,15.16,0.5899999999999999
81.71,14.85,15.75,0.9,14.85,0.9000000000000004
81.72,14.66,15.75,1.09,14.66,1.0899999999999999
81.73,14.48,15.75,1.27,14.48,1.2699999999999996
81.74,14.34,15.75,1.41,14.34,1.4100000000000001
81.75,14.24,15.75,1.51,14.24,1.5099999999999998
81.76,14.14,15.75,1.61,14.14,1.6099999999999994
81.77,14.1,15.75,1.65,14.1,1.6500000000000004
81.78,14.05,15.75,1.7,14.05,1.6999999999999993
81.79,13.98,15.75,1.77,13.98,1.7699999999999996
81.8,13.91,15.75,1.84,13.91,1.8399999999999999
81.81,13.79,15.75,1.96,13.79,1.9600000000000009
81.82,13.75,15.75,2.0,13.75,2.0
81.83,13.75,15.75,2.0,13.75,2.0
81.84,13.76,15.75,1.99,13.76,1.9900000000000002
81.85,13.76,15.75,1.99,13.76,1.9900000000000002
81.86,13.73,15.75,2.02,13.73,2.0199999999999996
81.87,13.71,15.75,2.04,13.71,2.039999999999999
81.88,13.69,15.75,2.06,13.69,2.0600000000000005
81.89,13.65,15.75,2.1,13.65,2.0999999999999996
81.9,13.6,15.75,2.15,13.6,2.1500000000000004
81.91,13.52,15.75,2.23,13.52,2.2300000000000004
81.92,13.28,15.75,2.47,13.28,2.4700000000000006
81.93,13.14,15.75,2.61,13.14,2.6099999999999994
81.94,12.99,15.75,2.76,12.99,2.76
81.95,12.85,15.75,2.9,12.85,2.9000000000000004
81.96,12.74,15.75,3.01,12.74,3.01
81.97,12.56,15.75,3.19,12.56,3.1899999999999995
81.98,12.49,15.75,3.26,12.49,3.26
81.99,12.44,15.75,3.31,12.44,3.3100000000000005
82.0,12.4,15.75,3.35,12.4,3.3499999999999996
82.01,12.39,15.75,3.36,12.39,3.3599999999999994
82.02,12.4,15.75,3.35,12.4,3.3499999999999996
82.03,12.41,15.75,3.34,12.41,3.34
82.04,12.42,15.75,3.33,12.42,3.33
82.05,12.42,15.75,3.33,12.42,3.33
82.06,12.42,15.75,3.33,12.42,3.33
82.07,12.45,15.75,3.3,12.45,3.3000000000000007
82.08,12.47,15.75,3.28,12.47,3.2799999999999994
82.09,12.5,15.75,3.25,12.5,3.25
82.1,12.53,15.75,3.22,12.53,3.2200000000000006
82.11,12.56,15.75,3.19,12.56,3.1899999999999995
82.12,12.61,15.75,3.14,12.61,3.1400000000000006
82.13,12.62,15.75,3.13,12.62,3.130000000000001
82.14,12.64,15.75,3.11,12.64,3.1099999999999994
82.15,12.66,15.75,3.09,12.66,3.09
82.16,12.7,15.75,3.05,12.7,3.0500000000000007
82.17,12.75,15.75,3.0,12.75,3.0
82.18,12.87,15.75,2.88,12.87,2.880000000000001
82.19,12.93,15.75,2.82,12.93,2.8200000000000003
82.2,12.98,15.75,2.77,12.98,2.7699999999999996
82.21,13.01,15.75,2.74,13.01,2.74
82.22,13.05,15.75,2.7,13.05,2.6999999999999993
82.23,13.1,15.75,2.65,13.1,2.6500000000000004
82.24,13.14,15.75,2.61,13.14,2.6099999999999994
82.25,13.2,15.75,2.55,13.2,2.5500000000000007
82.26,13.27,15.75,2.48,13.27,2.4800000000000004
